Line of Business,Client,Project ,Manager/Director,Project Manager,Contract Type,Status,Budget,Assigned To,Review,Internal Completion Date ,Due Date (External),BQE Project #,Region,ISO/TSO/Utility,Technology,Project Source,Notes,Column1
Generation Interconnection,EG US Devco LLC,First Capitol Task11- PSSE & PSCAD Benchmarking,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"5,000",Abraham Reveles,Behzad Jandaghi,11/21/2025,30-Nov-25,203846 T11,ERCOT,,BESS,,August 2026 QSA and need the restudies completed by June 2029,
Generation Interconnection,EG US Devco LLC,First Capitol Task12-TSAT Model (if required),Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Behzad Jandaghi,Joelle Abi-Nahed,,14-Oct-25,203846,ERCOT,,BESS,,August 2026 QSA and need the restudies completed by June 2030,
Generation Interconnection,EG US Devco LLC,First Capitol Task12-TSAT MQT (if required),Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"12,000",Behzad Jandaghi,Joelle Abi-Nahed,,14-Oct-25,203846,ERCOT,,BESS,,August 2026 QSA and need the restudies completed by June 2031,
Generation Interconnection,Elawan Energy ,Cibeles Solar T6 - T6 Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"5,000",,,,1-Dec-26,101138 - Cibeles Solar T6 - T6 Project Interconnection Support,ERCOT,,BESS,,,
Generation Interconnection,Elawan Energy ,Dileo Solar QSA Requirements T7 - T7 Interconnection Technical Support & Meetings,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"8,000",,,,1-Dec-26,,ERCOT,,,,,
Generation Interconnection,Elawan Energy ,Pitts Dudik II T4 - T4 Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"10,000",,,,1-Dec-26,,ERCOT,,BESS,,,
Generation Interconnection,Elawan Energy ,Pitts Dudik Solar T7 - T7 Interconnection Technical Support & Meetings,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"8,000",Georgette Khanfour,Yang Zhou,,1-Dec-26,,ERCOT,,,,,
Generation Interconnection,Enel,Silver Dollar T4 - Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"8,280",,Joelle Abi-Nahed,,1-Dec-26,201943,ERCOT,,PV+BESS,,PO 3500763050,
,,,,,,,,,,,,,,,,,follow up in september 2026 ,
Generation Interconnection,Enel,High noon T9- Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"4,800",,Joelle Abi-Nahed,,1-Dec-26,100113,ERCOT,,PV+BESS,,PO 3500763046,
,,,,,,,,,,,,,,,,,Follow up in june 2026,
Generation Interconnection,Enel Green Power ,Silver Dollar Solar Phase II project T1 - T1 ERCOT SS & FIS APPLICATION,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be invoiced and closed,"15,035",Georgette Khanfour,Bikram Bhandari,,19-Mar-24,,ERCOT,,Solar,,not submitted on rioo yet,
Generation Interconnection,Enel Green Power ,Silver Dollar Solar project T1 - T1 ERCOT SS & FIS APPLICATION,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be invoiced and closed,"15,035",Georgette Khanfour,Bikram Bhandari,,19-Mar-24,,ERCOT,,Solar,,INR submitted on rioo ,
Generation Interconnection,Enel Green Power ,Silver Dollar Storage Phase II project T1 - T1 ERCOT SS & FIS APPLICATION,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be invoiced and closed,"15,035",Georgette Khanfour,Bikram Bhandari,,19-Mar-24,,ERCOT,,BESS,,not submitted on rioo yet,
Generation Interconnection,Enel Green Power ,Silver Dollar Storage project T1 - T1 ERCOT SS & FIS APPLICATION,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be invoiced and closed,"15,035",Georgette Khanfour,Bikram Bhandari,,19-Mar-24,,ERCOT,,BESS,,INR submitted on rioo ,
Generation Interconnection,Enel Green Power ,Goose Foot BESS project T1 - T1 ERCOT SS & FIS APPLICATION,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"15,035",Georgette Khanfour,Behzad Jandaghi,24-May,31-May-24,,ERCOT,,BESS,,,
Generation Interconnection,Enel Green Power ,Goose Foot BESS project T2 - T2 ERCOT PSS/E MODEL QUALITY TEST AND VRT TUNING,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"11,000",Behzad Jandaghi,Bikram Bhandari,12-Jul,15-Jul-24,,ERCOT,,BESS,,,
Generation Interconnection,Enel Green Power ,Gulf Star Solar Phase II project T9- INR split,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"8,060",Lena Barakat,Bikram Bhandari,6-Aug,9-Aug-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,rocinante solar  TASK 1: ERCOT FIS APPLICATION & PLANT MODELS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"15,035",Behzad Jandaghi,Sonjoy Roy,9-Aug,16-Aug-24,,ERCOT,,,,ask about PSCAD when we kick off MQT,
,,UPDATE,,,,,,,,,,,,,,,,
Generation Interconnection,Enel Green Power ,rocinante storage TASK 1: ERCOT FIS APPLICATION & PLANT MODELS UPDATE,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"15,035",Behzad Jandaghi,Sonjoy Roy,9-Aug,16-Aug-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,EGP Texas Sage Solar project TASK 4: PLANT ASPEN MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"5,020",Anthony Saab,Bikram Bhandari,23-Oct,29-Oct-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,Texas Sage Storage project TASK 4: PLANT ASPEN MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"5,020",Anthony Saab,Bikram Bhandari,23-Oct,29-Oct-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,"Dragonfly fields S T1-PJM Dynamic Model update, testing and report",Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"9,070",Sonjoy Roy,Joelle Abi Nahed,12/9/2024,1-Jan-25,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,"Dragonfly fields BESS T1-PJM Dynamic Model update, testing and report",Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"3,467",Sonjoy Roy,Joelle Abi Nahed,12/9/2024,1-Jan-25,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,"Lebanon S T1-PJM Dynamic Model update, testing and report",Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"10,360",Sonjoy Roy,Joelle Abi Nahed,12/9/2024,1-Jan-25,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,"Lebanon BESS T1-PJM Dynamic Model update, testing and report",Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"3,467",Sonjoy Roy,Joelle Abi Nahed,12/9/2024,1-Jan-25,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,Silver Dollar Solar project TASK 2: ERCOT PSS/E MODEL QUALITY TEST AND  VRT TUNING ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"10,040",Georgette Khanfour,Behzad Jandaghi,19-Dec,1-Jan-25,,ERCOT,,Solar,,INR submitted on rioo ,
Generation Interconnection,Enel Green Power ,Silver Dollar Storage project TASK 2: ERCOT PSS/E MODEL QUALITY TEST AND  VRT TUNING ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"10,040",Georgette Khanfour,Behzad Jandaghi,19-Dec,1-Jan-25,,ERCOT,,BESS,,INR submitted on rioo ,
Generation Interconnection,Enel Green Power ,Silver Dollar Storage project TASK 3: ERCOT PSS/E MODEL QUALITY TEST AND  VRT TUNING – SOLAR+STORAGE,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"10,040",Georgette Khanfour,Behzad Jandaghi,19-Dec,1-Jan-25,,ERCOT,,BESS,,INR submitted on rioo ,
Generation Interconnection,Enel Green Power ,Aquilla Wind project T1 - T1 ERCOT SS & FIS APPLICATION,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"15,035",Lena Barakat,Bikram Bhandari,,1-Dec-24,,ERCOT,,Wind,,invoice time spent,
Generation Interconnection,Enel Green Power ,Aquilla Wind project T2 - T2 ERCOT PSS/E MODEL QUALITY TEST AND VRT TUNING,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,040",Lena Barakat,Bikram Bhandari,,1-Dec-24,,ERCOT,,Wind,,,
Generation Interconnection,Enel Green Power ,Aquilla Wind project T3 - T3 GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"5,020",,,,1-Dec-25,,ERCOT,,Wind,,,
Generation Interconnection,Enel Green Power ,EGP 2024 Project support T1 - T1 2024 Project Interconnection Support & Meetings,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Invoice time spent at end of month,"50,070",,,,1-Dec-26,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,EGP Texas Sage Solar project T3 - T3 GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Invoice time spent at end of month,"5,020",,,,1-Dec-26,,ERCOT,,Solar,,,
Generation Interconnection,Enel Green Power ,Eliza Solar Project T3 - T3 GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,040",,,,1-Dec-25,,ERCOT,,solar,,,
Generation Interconnection,Enel Green Power ,Eliza Storage Project T4 - T4 GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,040",,,,1-Dec-25,,ERCOT,,BESS,,,
Generation Interconnection,Enel Green Power ,Goose Foot BESS project T3 - T3 GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Invoice time spent at end of month,380,,,,1-Feb-25,,ERCOT,,BESS,,scoping meeting is 1/29/2025,
,,,,,,,,,,,,,,,,,follow up MQT in july,
System Studies,Enel Green Power ,Gulf Star Solar Phase II project T3 - T3 REACTIVE POWER COMPENSATION STUDY – 150 MW SOLAR,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"13,030",Lena Barakat,Bikram Bhandari,,1-Dec-24,,ERCOT,,,,split INRs,
System Studies,Enel Green Power ,Gulf Star Solar Phase II project T4 - T4 REACTIVE POWER COMPENSATION STUDY – 300 MW SOLAR,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"13,030",Lena Barakat,Bikram Bhandari,,1-Dec-24,,ERCOT,,,,,
System Studies,Enel Green Power ,Gulf Star Solar Phase II project T5 - T5 REACTIVE POWER COMPENSATION STUDY – 750 MW SOLAR + STORAGE,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"13,030",Lena Barakat,Bikram Bhandari,,1-Dec-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,Gulf Star Solar Phase II project T6 - T6 PLANNING MODEL DATA & QSA REQUIREMENTS SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"8,530",Lena Barakat,Bikram Bhandari,,1-Dec-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,Gulf Star Solar Phase II project T7 - T7 FULL REGISTRATION DATA & ERCOT REGISTRATION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"15,550",Lena Barakat,Bikram Bhandari,,1-Dec-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,Piebald Hill Energy Storage T3 - T3 GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Invoice time spent at end of month,"5,020",,,,1-Dec-26,,ERCOT,,BESS,,,
Generation Interconnection,Enel Green Power ,rocinante solar  TASK 3: PLANT ASPEN MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"5,020",Behzad Jandaghi,Sonjoy Roy,,1-Dec-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,rocinante solar TASK 2: ERCOT PSS/E MODEL QUALITY TEST AND VRT TUNING,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"11,000",Behzad Jandaghi,Sonjoy Roy,,1-Dec-24,,ERCOT,,,,Follow-up early january on FIS Update with Nexus (new buyer) mid december,
Generation Interconnection,Enel Green Power ,rocinante solar TASK 4: REACTIVE POWER COMPENSATION STUDY,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"14,110",Behzad Jandaghi,Sonjoy Roy,,1-Dec-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,rocinante solar TASK 5: PLANNING MODEL DATA & QSA,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"8,530",Behzad Jandaghi,Sonjoy Roy,,1-Dec-24,,ERCOT,,,,,
,,REQUIREMENTS SUPPORT,,,,,,,,,,,,,,,,
Generation Interconnection,Enel Green Power ,rocinante solar TASK 6: GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"5,020",Behzad Jandaghi,Sonjoy Roy,,1-Dec-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,rocinante storage TASK 2: ERCOT PSS/E MODEL QUALITY TEST AND VRT TUNING,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"11,000",Behzad Jandaghi,Sonjoy Roy,,1-Dec-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,rocinante storage TASK 3: COMBINED ERCOT PSS/E MODEL QUALITY TEST AND VRT TUNING- SOLAR + STORAGE,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"11,000",Behzad Jandaghi,Sonjoy Roy,,1-Dec-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,rocinante storage TASK 4: PLANT ASPEN MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"5,020",Behzad Jandaghi,Sonjoy Roy,,1-Dec-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,rocinante storage TASK 5: REACTIVE POWER COMPENSATION STUDY,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"14,110",Behzad Jandaghi,Sonjoy Roy,,1-Dec-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,rocinante storage TASK 6: REACTIVE POWER COMPENSATION STUDY -,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"14,110",Behzad Jandaghi,Sonjoy Roy,,1-Dec-24,,ERCOT,,,,,
,,SOLAR + STORAGE,,,,,,,,,,,,,,,,
Generation Interconnection,Enel Green Power ,rocinante storage TASK 7: PLANNING MODEL DATA & QSA,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"8,530",Behzad Jandaghi,Sonjoy Roy,,1-Dec-24,,ERCOT,,,,,
,,REQUIREMENTS SUPPORT,,,,,,,,,,,,,,,,
Generation Interconnection,Enel Green Power ,rocinante storage TASK 8: GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"5,020",Behzad Jandaghi,Sonjoy Roy,,1-Dec-24,,ERCOT,,,,,
Generation Interconnection,Enel Green Power ,Southern Star Solar SLF project T1 - T1 ERCOT SS & FIS APPLICATION,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"15,035",Yara Karam,Lena Barakat,20-Dec,8-Jan-25,,ERCOT,,Solar,,,
Generation Interconnection,Enel Green Power ,Southern Star Solar SLF project T2 - T2 PLANT ASPEN MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"5,020",Yara Karam,Lena Barakat,1/22/2025,31-Jan-25,,ERCOT,,Solar,,,
Generation Interconnection,Enel Green Power ,Southern Star Solar SLF project T3 - T3 GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Invoice time spent at end of month,83,Yara Karam,Lena Barakat,,1-Oct-25,202279,ERCOT,,Solar,,"For the MQT requirement, please work with Justin Salinas while I’m on leave to confirm with Michael that the Facility Study can start without it since that is only an input to the Stability Study. This was specifically clarified by PGRR086 and RRGRR027 which we sponsored in 2020 and were later approved by the ERCOT Board in Feb 2021. It would be a complete waste to provide these inputs at this stage when the Stability Study will be post-SGIA.",
Generation Interconnection,Enel Green Power ,Southern Star Storage SLF project  T1 - T1 ERCOT SS & FIS APPLICATION,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"15,035",Yara Karam,Lena Barakat,20-Dec,8-Jan-25,,ERCOT,,BESS,,,
Generation Interconnection,Enel Green Power ,Southern Star Storage SLF project T2 - T2 PLANT ASPEN MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"5,020",Yara Karam,Lena Barakat,1/22/2025,31-Jan-25,,ERCOT,,BESS,,,
Generation Interconnection,Enel Green Power ,Southern Star Storage SLF project T3 - T3 GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Invoice time spent at end of month,83,Yara Karam,Lena Barakat,,1-Oct-25,202280,ERCOT,,BESS,,"For the MQT requirement, please work with Justin Salinas while I’m on leave to confirm with Michael that the Facility Study can start without it since that is only an input to the Stability Study. This was specifically clarified by PGRR086 and RRGRR027 which we sponsored in 2020 and were later approved by the ERCOT Board in Feb 2021. It would be a complete waste to provide these inputs at this stage when the Stability Study will be post-SGIA.",
Generation Interconnection,Enel Green Power ,Texas Sage Storage project T4 - T4 GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"5,020",,,,1-Dec-25,,ERCOT,,BESS,,folow up aspen model 8/26,
Generation Interconnection,Enfinity ,First Capitol  TASK 14: ERCOT PSS/E & PSCAD MODEL QUALITY TEST UPDATE,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"27,000",Shiva Amini,Behzad Jandaghi,5/10/2026,26-May-26,203846,ERCOT,,battery,,Feb 2027 QSA ,
Generation Interconnection,Enfinity Global,Task 1- ERCOT Process & NERC standards Process/First Capitol Storage T1 - T1 ERCOT Process & NERC Standards Training,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"8,000",Joelle Abi-Nahed,Joelle Abi-Nahed,,6-Feb-25,203846,ERCOT,,,,,
Generation Interconnection,Enfinity Global,First Capitol Task 2: ERCOT PSS/E Model Quality Test and,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"11,000",Anthony Saab,Behzad Jandaghi,2/25/2025,7-Mar-25,203846,ERCOT,,,,sungrow power titan (12 inverter and 2*12),
,,VRT Tuning ,,,,,,,,,,,,,,,august 2025 qsa / mid june ,
Generation Interconnection,Enfinity Global,First Capitol Task 3: PSCAD™ Plant Model Development,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"11,000",Anthony Saab,Behzad Jandaghi,3/26/2025,9-Apr-25,203846,ERCOT,,,,august 2025 qsa / mid june,
,,,,,,,,,,,,,,,,,LVRT prefeered -IQ lagging,
,,,,,,,,,,,,,,,,,LVRT/HVRT leading cases -> inverter wasnt going leading,
Generation Interconnection,Enfinity Global,First Capitol Task 4: PSCAD™ Model Quality Test,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"21,000",Anthony Saab,Behzad Jandaghi,3/26/2025,9-Apr-25,203846,ERCOT,,,,august 2025 qsa / mid june,
,,,,,,,,,,,,,,,,,sungrow power titan + default PPC,
,,,,,,,,,,,,,,,,,follow up on rest of sow,
Generation Interconnection,Enfinity Global,First Capitol Task 7: General Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"15,000",Lena Barakat,Sonjoy Roy,,1-Dec-26,203846,ERCOT,,,,new synch is march 2027 so qsa is august 2026,
Generation Interconnection,Engie,Live Oak Wind II T2- MQT,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"13,000",Moussa Sarkis,Marise El Nacouzi,4/14/2026,20-Apr-26,400092,ERCOT,,wind,,V36?,
Generation Interconnection,Engie,Live Oak Wind II T4-General Supprot,Joelle Abi-Nahed,Lea El Khoury,HNTE,Invoice time spent at end of month,"5,150",Marise El Nacouzi,Lea El Khoury,,1-Dec-26,400092,ERCOT,,wind,,,
Generation Interconnection,Engie,Swenson T13-Full Reg,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"19,000",Shiva Amini,Behzad Jandaghi,4/27/2026,12-May-26,200900,ERCOT,,solar,,,
Generation Interconnection,Engie,Swenson T14-IFC PSCAD,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,In progress,"30,000",,Sonjoy Roy,10/5/2026,25-Oct-26,200900,ERCOT,,solar,,,
Generation Interconnection,Engie,Swenson TASK 28: PSCAD™ MODEL QUALITY TEST UPDATE ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"11,000",Behzad Jandaghi,Joelle Abi-Nahed,7/1/2026,2-Jul-26,200900,ERCOT,,solar,,PO. keep 35 cap and revise per latest reactive at IFC,
Generation Interconnection,Engie,Swneson Phase 2 TASK 1: ERCOT SS & FIS INTERCONNECTION APPLICATION ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,In progress,"13,000",,Behzad Jandaghi,,1-Dec-26,,ERCOT,405524,solar,,,
Generation Interconnection,Engie,Swneson Phase 2 TASK 2: ERCOT PSS/E MODEL QUALITY TEST AND TUNING,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,In progress,"7,500",,Behzad Jandaghi,,1-Dec-26,,ERCOT,405524,solar,,,
Generation Interconnection,Engie,Swneson Phase 2 TASK 3: PLANT ASPEN MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,In progress,"3,500",,Behzad Jandaghi,,1-Dec-26,,ERCOT,405524,solar,,,
Generation Interconnection,Engie,Live Oak Wind II T5- ERCOT PSS/E Model Quality Test and Tuning in V36,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"13,000",Moussa Sarkis,Perla Boulos,17-Jul,27-Jul-26,400092,ERCOT,,Wind,,PO?,
Generation Interconnection,Engie North America,Hopkins Storage T1: ERCOT FIS Application,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"18,000",Shiva Amini,Bikram Bhandari,12/12/2024,23-Dec-24,,ERCOT,,,,,
Generation Interconnection,Engie North America,Hopkins Storage T2: PSS/E MQT Test and VRT Tuning,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"11,000",Shiva Amini,Behzad Jandaghi,1/22/2025,31-Jan-25,,ERCOT,,,,tesla - sowers as reference,
,,,,,,,,,,,,,,,,,pending solar connection after scoping meeting,
Generation Interconnection,Engie North America,Hopkins Storage T3: Interconnection Support Blackland Storage - new name),Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"5,150",Shiva Amini,Bikram Bhandari,,1-Dec-26,,ERCOT,,,,combined MQT? follow up in december,
Generation Interconnection,ENGIE North America,Galveston TASK 9: PSCAD AND PSSE PLANT MODEL UPDATE AND MODEL QUALITY TESTS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Hold (other reason),"30,000",Behzad Jandaghi,Joelle Abi-Nahed,,1-Dec-26,201034,ERCOT,,BESS,,MPT check when work is resumed ->232 MVA,
,,,,,,,,,,,,,,,,,v35/v36?,
Generation Interconnection,ENGIE North America,Galveston Task 10: ERCOT FIS Material & Models Update,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"13,000",Shiva Amini,Behzad Jandaghi,10-Mar,30-Mar-26,201034,ERCOT,,BESS,,sungrow power titan grid forming no derate,
,,,,,,,,,,,,,,,,,feb 2027 QSA,
Generation Interconnection,ENGIE North America,GalvestonTask 11: PSCAD™ Plant Model Development,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Hold (other reason),"8,000",Behzad Jandaghi,Joelle Abi-Nahed,,1-Dec-26,201034,ERCOT,,BESS,,,
Generation Interconnection,ENGIE North America ,Palladium T1- ERCOT FIS & Models update,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"15,500",Shiva Amini,Behzad Jandaghi,10-Mar,30-Mar-26,401020,ERCOT,,BESS,,sungrow power titan grid forming no derate,
